state,district,election_year,cand_fname,cand_lname,vote_percent_primary,vote_percent_general,winner_primary,winner_general,ran_primary,ran_general,primary_contested,general_contested,primary_contested_reconciled,general_contested_reconciled,uncontested_prim_final,uncontested_gen_final,election_unique_identifier,candidate_unique_identifier,abb,district_unique_identifier,counties_total,city_election_outliers,year_state_district_unique_identifier,cand_gender,incum_chall,party,vote_count_general,vote_count_primary
Indiana,Floyd,2022,Chris,Lane,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-floyd-2022-lane,in-lane-chris,IN,in-floyd,Floyd,NA,2022-in-floyd,NA,O,Rep,20496,6473
Indiana,Fountain,2014,Teryl,Martin,44.5,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-fountain-2014-martin,in-martin-teryl,IN,in-fountain,Fountain,NA,2014-in-fountain,M,I,Rep,NA,NA
Indiana,Fountain,2014,Jon,McCarty,13.7,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-fountain-2014-mccarty,in-mccarty-jon,IN,in-fountain,Fountain,NA,2014-in-fountain,M,C,Rep,NA,NA
Indiana,Fountain,2018,Daniel,Askren,62.3,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-fountain-2018-askren,in-askren-daniel,IN,in-fountain,Fountain,NA,2018-in-fountain,M,I,Rep,NA,NA
Indiana,Fountain,2014,Dan,Young,20,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-fountain-2014-young,in-young-dan,IN,in-fountain,Fountain,NA,2014-in-fountain,M,C,Rep,NA,NA
Indiana,Fountain,2018,Dan,Young,37.7,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-fountain-2018-young,in-young-dan,IN,in-fountain,Fountain,NA,2018-in-fountain,M,C,Rep,NA,NA
Indiana,Fountain,2014,Daniel,Askren,21.8,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-fountain-2014-askren,in-askren-daniel,IN,in-fountain,Fountain,NA,2014-in-fountain,M,C,Rep,NA,NA
Indiana,Fountain,2022,Daniel,Askren,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-fountain-2022-askren,in-askren-daniel,IN,in-fountain,Fountain,NA,2022-in-fountain,M,I,Rep,4187,2250
Indiana,Franklin,2014,Melvin,Wilhelm,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-franklin-2014-wilhelm,in-wilhelm-melvin,IN,in-franklin,Franklin,NA,2014-in-franklin,M,I,Dem,NA,NA
Indiana,Franklin,2018,Sean,Vicente,100,21.7,W,L,Y,Y,uncontested,contested,uncontested,contested,1,0,in-franklin-2018-vicente,in-vicente-sean,IN,in-franklin,Franklin,NA,2018-in-franklin,M,O,Dem,NA,NA
Indiana,Franklin,2018,Christopher,Huerkamp,100,78.3,W,W,Y,Y,uncontested,contested,uncontested,contested,1,0,in-franklin-2018-huerkamp,in-huerkamp-christopher,IN,in-franklin,Franklin,NA,2018-in-franklin,M,O,Rep,NA,NA
Indiana,Franklin,2022,Christopher,Huerkamp,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-franklin-2022-huerkamp,in-huerkamp-christopher,IN,in-franklin,Franklin,NA,2022-in-franklin,M,I,Rep,6380,2451
Indiana,Fulton,2014,Richard,Brown,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-fulton-2014-brown,in-brown-richard,IN,in-fulton,Fulton,NA,2014-in-fulton,M,I,Rep,NA,NA
Indiana,Fulton,2018,Michael,Marrs,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-fulton-2018-marrs,in-marrs-michael,IN,in-fulton,Fulton,NA,2018-in-fulton,M,O,Rep,NA,NA
Indiana,Fulton,2022,Michael,Marrs,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-fulton-2022-marrs,in-marrs-michael,IN,in-fulton,Fulton,NA,2022-in-fulton,M,I,Rep,4650,2177
Indiana,Gibson,2018,Michael,Cochren,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-gibson-2018-cochren,in-cochren-michael,IN,in-gibson,Gibson,NA,2018-in-gibson,M,I,Rep,NA,NA
Indiana,Gibson,2014,Robert,Krieg,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-gibson-2014-krieg,in-krieg-robert,IN,in-gibson,Gibson,NA,2014-in-gibson,M,I,Rep,NA,NA
Indiana,Gibson,2022,Michael,Cochren,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-gibson-2022-cochren,in-cochren-michael,IN,in-gibson,Gibson,NA,2022-in-gibson,M,I,Rep,8281,2679
Indiana,Grant,2018,Rodney,Faulk,51.3,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-grant-2018-faulk,in-faulk-rodney,IN,in-grant,Grant,NA,2018-in-grant,M,C,Rep,NA,NA
Indiana,Grant,2018,James,Luttrull,48.7,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-grant-2018-luttrull,in-luttrull-james,IN,in-grant,Grant,NA,2018-in-grant,M,I,Rep,NA,NA
Indiana,Grant,2014,David,Payne,100,31.3,W,L,Y,Y,uncontested,contested,uncontested,contested,1,0,in-grant-2014-payne,in-payne-david,IN,in-grant,Grant,NA,2014-in-grant,M,C,Dem,NA,NA
Indiana,Grant,2014,James,Luttrull,100,68.7,W,W,Y,Y,uncontested,contested,uncontested,contested,1,0,in-grant-2014-luttrull,in-luttrull-james,IN,in-grant,Grant,NA,2014-in-grant,M,I,Rep,NA,NA
Indiana,Grant,2022,Scott,Hunt,65.8,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-grant-2022-hunt,in-hunt-scott,IN,in-grant,Grant,NA,2022-in-grant,NA,C,Rep,12843,4162
Indiana,Grant,2022,Rodney,Faulk,34.2,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-grant-2022-faulk,in-faulk-rodney,IN,in-grant,Grant,NA,2022-in-grant,M,I,Rep,NA,2164
Indiana,Greene,2014,Jarrod,Holtsclaw,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-greene-2014-holtsclaw,in-holtsclaw-jarrod,IN,in-greene,Greene,NA,2014-in-greene,M,I,Rep,NA,NA
Indiana,Greene,2018,Jarrod,Holtsclaw,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-greene-2018-holtsclaw,in-holtsclaw-jarrod,IN,in-greene,Greene,NA,2018-in-greene,M,I,Rep,NA,NA
Indiana,Greene,2022,Jarrod,Holtsclaw,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-greene-2022-holtsclaw,in-holtsclaw-jarrod,IN,in-greene,Greene,NA,2022-in-greene,M,I,Rep,7978,3172
Indiana,Hamilton,2014,D. Lee,Buckingham II,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-hamilton-2014-buckingham-ii,in-buckingham-ii-d-lee,IN,in-hamilton,Hamilton,NA,2014-in-hamilton,M,I,Rep,NA,NA
Indiana,Hamilton,2018,D. Lee,Buckingham II,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-hamilton-2018-buckingham-ii,in-buckingham-ii-d-lee,IN,in-hamilton,Hamilton,NA,2018-in-hamilton,M,I,Rep,NA,NA
Indiana,Hamilton,2022,Greg,Garrison,59,56.9,W,W,Y,Y,contested,contested,contested,contested,0,0,in-hamilton-2022-garrison,in-garrison-greg,IN,in-hamilton,Hamilton,NA,2022-in-hamilton,NA,C,Rep,72682,13552
Indiana,Hamilton,2022,Jessica,Paxson,NA,43.1,NA,L,SKIP,Y,uncontested,contested,uncontested,contested,1,0,in-hamilton-2022-paxson,in-paxson-jessica,IN,in-hamilton,Hamilton,NA,2022-in-hamilton,NA,O,Dem,55125,NA
Indiana,Hamilton,2022,D. Lee,Buckingham II,41,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-hamilton-2022-buckingham-ii,in-buckingham-ii-d-lee,IN,in-hamilton,Hamilton,NA,2022-in-hamilton,M,I,Rep,NA,9411
Indiana,Hancock,2014,Michael,Griffin,42.2,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-hancock-2014-griffin,in-griffin-michael,IN,in-hancock,Hancock,NA,2014-in-hancock,M,I,Rep,NA,NA
Indiana,Hancock,2018,Bob,Elsea,26.2,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-hancock-2018-elsea,in-elsea-bob,IN,in-hancock,Hancock,NA,2018-in-hancock,M,C,Rep,NA,NA
Indiana,Hancock,2014,Brent,Eaton,57.8,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-hancock-2014-eaton,in-eaton-brent,IN,in-hancock,Hancock,NA,2014-in-hancock,M,C,Rep,NA,NA
Indiana,Hancock,2018,Grey,Chandler,26.2,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-hancock-2018-chandler,in-chandler-grey,IN,in-hancock,Hancock,NA,2018-in-hancock,M,C,Rep,NA,NA
Indiana,Hancock,2018,Brent,Eaton,47.6,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-hancock-2018-eaton,in-eaton-brent,IN,in-hancock,Hancock,NA,2018-in-hancock,M,I,Rep,NA,NA
Indiana,Hancock,2022,Grey,Chandler,48,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-hancock-2022-chandler,in-chandler-grey,IN,in-hancock,Hancock,NA,2022-in-hancock,M,C,Rep,NA,3361
Indiana,Hancock,2022,Brent,Eaton,52,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-hancock-2022-eaton,in-eaton-brent,IN,in-hancock,Hancock,NA,2022-in-hancock,M,I,Rep,18242,3640
Indiana,Harrison,2014,J. Otto,Schalk,100,63.4,W,W,Y,Y,uncontested,contested,uncontested,contested,1,0,in-harrison-2014-schalk,in-schalk-j-otto,IN,in-harrison,Harrison,NA,2014-in-harrison,M,I,Rep,NA,NA
Indiana,Harrison,2018,J. Otto,Schalk,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-harrison-2018-schalk,in-schalk-j-otto,IN,in-harrison,Harrison,NA,2018-in-harrison,M,I,Rep,NA,NA
Indiana,Harrison,2014,Rachael,Armstrong,100,36.6,W,L,Y,Y,uncontested,contested,uncontested,contested,1,0,in-harrison-2014-armstrong,in-armstrong-rachael,IN,in-harrison,Harrison,NA,2014-in-harrison,F,C,Dem,NA,NA
Indiana,Harrison,2022,J. Otto,Schalk,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-harrison-2022-schalk,in-schalk-j-otto,IN,in-harrison,Harrison,NA,2022-in-harrison,M,I,Rep,11231,3750
Indiana,Hendricks,2018,Loren,Delp,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-hendricks-2018-delp,in-delp-loren,IN,in-hendricks,Hendricks,NA,2018-in-hendricks,M,O,Rep,NA,NA
Indiana,Hendricks,2014,Patricia,Baldwin,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-hendricks-2014-baldwin,in-baldwin-patricia,IN,in-hendricks,Hendricks,NA,2014-in-hendricks,F,I,Rep,NA,NA
Indiana,Hendricks,2022,Loren,Delp,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-hendricks-2022-delp,in-delp-loren,IN,in-hendricks,Hendricks,NA,2022-in-hendricks,M,I,Rep,35317,10369
Indiana,Henry,2018,Tony,Saunders,34.2,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-henry-2018-saunders,in-saunders-tony,IN,in-henry,Henry,NA,2018-in-henry,M,C,Rep,NA,NA
Indiana,Henry,2018,Joseph,Bergacs,65.8,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-henry-2018-bergacs,in-bergacs-joseph,IN,in-henry,Henry,NA,2018-in-henry,M,I,Rep,NA,NA
Indiana,Henry,2014,Tony,Saunders,32.2,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-henry-2014-saunders,in-saunders-tony,IN,in-henry,Henry,NA,2014-in-henry,M,C,Rep,NA,NA
Indiana,Henry,2014,Joseph,Bergacs,67.8,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-henry-2014-bergacs,in-bergacs-joseph,IN,in-henry,Henry,NA,2014-in-henry,M,I,Rep,NA,NA
Indiana,Henry,2022,Michael,Mahoney,59.9,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-henry-2022-mahoney,in-mahoney-michael,IN,in-henry,Henry,NA,2022-in-henry,NA,C,Rep,11551,3585
Indiana,Henry,2022,Tony,Saunders,40.1,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-henry-2022-saunders,in-saunders-tony,IN,in-henry,Henry,NA,2022-in-henry,M,I,Rep,NA,2398
Indiana,Howard,2018,Mark,McCann,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-howard-2018-mccann,in-mccann-mark,IN,in-howard,Howard,NA,2018-in-howard,M,I,Rep,NA,NA
Indiana,Howard,2014,Mark,McCann,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-howard-2014-mccann,in-mccann-mark,IN,in-howard,Howard,NA,2014-in-howard,M,I,Rep,NA,NA
Indiana,Howard,2022,Mark,McCann,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-howard-2022-mccann,in-mccann-mark,IN,in-howard,Howard,NA,2022-in-howard,M,I,Rep,19775,4804
Indiana,Huntington,2014,Amy,Richison,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-huntington-2014-richison,in-richison-amy,IN,in-huntington,Huntington,NA,2014-in-huntington,F,I,Rep,NA,NA
Indiana,Huntington,2018,Amy,Richison,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-huntington-2018-richison,in-richison-amy,IN,in-huntington,Huntington,NA,2018-in-huntington,F,I,Rep,NA,NA
Indiana,Huntington,2022,Jeremy,Nix,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-huntington-2022-nix,in-nix-jeremy,IN,in-huntington,Huntington,NA,2022-in-huntington,NA,O,Rep,9479,3599
Indiana,Jackson,2014,Amymarie,Travis,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-jackson-2014-travis,in-travis-amymarie,IN,in-jackson,Jackson,NA,2014-in-jackson,F,I,Rep,NA,NA
Indiana,Jackson,2018,Amymarie,Travis,100,NA,W,X,Y,SKIP,uncontested,other,uncontested,did_not_run,1,0,in-jackson-2018-travis,in-travis-amymarie,IN,in-jackson,Jackson,NA,2018-in-jackson,F,I,Rep,NA,NA
Indiana,Jackson,2018,Jeffrey,Chalfant,NA,100,X,W,SKIP,Y,other,uncontested,did_not_run,uncontested,0,1,in-jackson-2018-chalfant,in-chalfant-jeffrey,IN,in-jackson,Jackson,NA,2018-in-jackson,M,C,Rep,NA,NA
Indiana,Jackson,2022,Jeffrey,Chalfant,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-jackson-2022-chalfant,in-chalfant-jeffrey,IN,in-jackson,Jackson,NA,2022-in-jackson,M,I,Rep,9687,3119
Indiana,Jasper,2018,Christine,Bogan,19.1,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-jasper-2018-bogan,in-bogan-christine,IN,in-jasper,Jasper,NA,2018-in-jasper,F,I,Rep,NA,NA
Indiana,Jasper,2018,Richard,Kallenbach,33.7,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-jasper-2018-kallenbach,in-kallenbach-richard,IN,in-jasper,Jasper,NA,2018-in-jasper,M,C,Rep,NA,NA
Indiana,Jasper,2014,Christine,Haskell,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-jasper-2014-haskell,in-haskell-christine,IN,in-jasper,Jasper,NA,2014-in-jasper,F,I,Rep,NA,NA
Indiana,Jasper,2018,Jacob,Taulman,47.2,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-jasper-2018-taulman,in-taulman-jacob,IN,in-jasper,Jasper,NA,2018-in-jasper,M,C,Rep,NA,NA
Indiana,Jasper,2022,Jacob,Taulman,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-jasper-2022-taulman,in-taulman-jacob,IN,in-jasper,Jasper,NA,2022-in-jasper,M,I,Rep,7749,3047
Indiana,Jay,2014,Wesley,Schemenaur,65.3,51.2,W,W,Y,Y,contested,contested,contested,contested,0,0,in-jay-2014-schemenaur,in-schemenaur-wesley,IN,in-jay,Jay,NA,2014-in-jay,M,I,Dem,NA,NA
Indiana,Jay,2014,Jill,Gonzalez,34.7,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-jay-2014-gonzalez,in-gonzalez-jill,IN,in-jay,Jay,NA,2014-in-jay,F,C,Dem,NA,NA
Indiana,Jay,2014,Gregory,Lemaster,100,48.8,W,L,Y,Y,uncontested,contested,uncontested,contested,1,0,in-jay-2014-lemaster,in-lemaster-gregory,IN,in-jay,Jay,NA,2014-in-jay,M,C,Rep,NA,NA
Indiana,Jay,2018,Wesley,Schemenaur,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-jay-2018-schemenaur,in-schemenaur-wesley,IN,in-jay,Jay,NA,2018-in-jay,M,I,Dem,NA,NA
Indiana,Jay,2022,Wesley,Schemenaur,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-jay-2022-schemenaur,in-schemenaur-wesley,IN,in-jay,Jay,NA,2022-in-jay,M,I,Dem,3092,273
Indiana,Jefferson,2014,Chad,Lewis,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-jefferson-2014-lewis,in-lewis-chad,IN,in-jefferson,Jefferson,NA,2014-in-jefferson,M,I,Dem,NA,NA
Indiana,Jefferson,2018,David,Sutter,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-jefferson-2018-sutter,in-sutter-david,IN,in-jefferson,Jefferson,NA,2018-in-jefferson,M,I,Dem,NA,NA
Indiana,Jefferson,2022,David,Sutter,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-jefferson-2022-sutter,in-sutter-david,IN,in-jefferson,Jefferson,NA,2022-in-jefferson,M,I,Dem,5437,895
Indiana,Jennings,2014,Brian,Belding,100,55.6,W,W,Y,Y,uncontested,contested,uncontested,contested,1,0,in-jennings-2014-belding,in-belding-brian,IN,in-jennings,Jennings,NA,2014-in-jennings,M,C,Rep,NA,NA
Indiana,Jennings,2014,Alan,Marshall,100,44.4,W,L,Y,Y,uncontested,contested,uncontested,contested,1,0,in-jennings-2014-marshall,in-marshall-alan,IN,in-jennings,Jennings,NA,2014-in-jennings,M,I,Dem,NA,NA
Indiana,Jennings,2018,Brian,Belding,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-jennings-2018-belding,in-belding-brian,IN,in-jennings,Jennings,NA,2018-in-jennings,M,I,Rep,NA,NA
Indiana,Jennings,2022,Brian,Belding,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-jennings-2022-belding,in-belding-brian,IN,in-jennings,Jennings,NA,2022-in-jennings,M,I,Rep,6697,2162
Indiana,Johnson,2018,Bradley,Cooper,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-johnson-2018-cooper,in-cooper-bradley,IN,in-johnson,Johnson,NA,2018-in-johnson,M,I,Rep,NA,NA
Indiana,Johnson,2014,Bradley,Cooper,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-johnson-2014-cooper,in-cooper-bradley,IN,in-johnson,Johnson,NA,2014-in-johnson,M,I,Rep,NA,NA
Indiana,Johnson,2022,Joseph,Villanueva,41.6,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-johnson-2022-villanueva,in-villanueva-joseph,IN,in-johnson,Johnson,NA,2022-in-johnson,NA,O,Rep,NA,4985
Indiana,Johnson,2022,Lance,Hamner,58.4,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-johnson-2022-hamner,in-hamner-lance,IN,in-johnson,Johnson,NA,2022-in-johnson,NA,O,Rep,34248,6991
Indiana,Knox,2014,Hal,Johnston,100,33.2,W,L,Y,Y,uncontested,contested,uncontested,contested,1,0,in-knox-2014-johnston,in-johnston-hal,IN,in-knox,Knox,NA,2014-in-knox,M,O,Dem,NA,NA
Indiana,Knox,2018,J. Dirk,Carnahan,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-knox-2018-carnahan,in-carnahan-j-dirk,IN,in-knox,Knox,NA,2018-in-knox,M,I,Rep,NA,NA
Indiana,Knox,2014,Ryan,Johanningsmeier,48.8,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-knox-2014-johanningsmeier,in-johanningsmeier-ryan,IN,in-knox,Knox,NA,2014-in-knox,M,O,Rep,NA,NA
Indiana,Knox,2014,J. Dirk,Carnahan,51.2,66.8,W,W,Y,Y,contested,contested,contested,contested,0,0,in-knox-2014-carnahan,in-carnahan-j-dirk,IN,in-knox,Knox,NA,2014-in-knox,M,O,Rep,NA,NA
Indiana,Knox,2022,J. Dirk,Carnahan,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-knox-2022-carnahan,in-carnahan-j-dirk,IN,in-knox,Knox,NA,2022-in-knox,M,I,Rep,8171,3116
Indiana,Kosciusko,2018,Daniel,Hampton,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-kosciusko-2018-hampton,in-hampton-daniel,IN,in-kosciusko,Kosciusko,NA,2018-in-kosciusko,M,I,Rep,NA,NA
Indiana,Kosciusko,2014,Daniel,Hampton,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-kosciusko-2014-hampton,in-hampton-daniel,IN,in-kosciusko,Kosciusko,NA,2014-in-kosciusko,M,I,Rep,NA,NA
Indiana,Kosciusko,2022,J. Brad,Voelz,100,75.3,W,W,Y,Y,uncontested,contested,uncontested,contested,1,0,in-kosciusko-2022-voelz,in-voelz-j-brad,IN,in-kosciusko,Kosciusko,NA,2022-in-kosciusko,NA,O,Rep,17149,8604
Indiana,Kosciusko,2022,Travis,McConnell,NA,24.7,NA,L,SKIP,Y,uncontested,contested,uncontested,contested,1,0,in-kosciusko-2022-mcconnell,in-mcconnell-travis,IN,in-kosciusko,Kosciusko,NA,2022-in-kosciusko,NA,O,Dem,5633,NA
Indiana,LaGrange,2014,Timothy,Cain,55.6,47.5,W,L,Y,Y,contested,contested,contested,contested,0,0,in-lagrange-2014-cain,in-cain-timothy,IN,in-lagrange,LaGrange,NA,2014-in-lagrange,M,C,Rep,NA,NA
Indiana,LaGrange,2014,Gregory,Kenner,NA,52.5,X,W,SKIP,Y,other,contested,did_not_run,contested,0,0,in-lagrange-2014-kenner,in-kenner-gregory,IN,in-lagrange,LaGrange,NA,2014-in-lagrange,M,C,Ind,NA,NA
Indiana,LaGrange,2018,Gregory,Kenner,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-lagrange-2018-kenner,in-kenner-gregory,IN,in-lagrange,LaGrange,NA,2018-in-lagrange,M,I,Rep,NA,NA
Indiana,LaGrange,2014,Jeffrey,Wible,44.4,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-lagrange-2014-wible,in-wible-jeffrey,IN,in-lagrange,LaGrange,NA,2014-in-lagrange,M,I,Rep,NA,NA
Indiana,LaGrange,2022,Travis,Glick,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-lagrange-2022-glick,in-glick-travis,IN,in-lagrange,Lagrange,NA,2022-in-lagrange,NA,O,Rep,5549,1894
Indiana,Lake,2014,Bernard,Carter,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-lake-2014-carter,in-carter-bernard,IN,in-lake,Lake,NA,2014-in-lake,M,I,Dem,NA,NA
Indiana,Lake,2018,Bernard,Carter,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-lake-2018-carter,in-carter-bernard,IN,in-lake,Lake,NA,2018-in-lake,M,I,Dem,NA,NA
Indiana,Lake,2022,Bernard,Carter,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-lake-2022-carter,in-carter-bernard,IN,in-lake,Lake,NA,2022-in-lake,M,I,Dem,82747,24793
Indiana,LaPorte,2018,Christina,Espar,NA,45.5,NA,L,SKIP,Y,uncontested,contested,uncontested,contested,1,0,in-laporte-2018-espar,in-espar-christina,IN,in-laporte,LaPorte,NA,2018-in-laporte,F,C,Rep,NA,NA
Indiana,LaPorte,2018,John,Espar,49.4,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-laporte-2018-espar,in-espar-john,IN,in-laporte,LaPorte,NA,2018-in-laporte,M,I,Dem,NA,NA
Indiana,LaPorte,2018,John,Lake,50.6,54.5,W,W,Y,Y,contested,contested,contested,contested,0,0,in-laporte-2018-lake,in-lake-john,IN,in-laporte,LaPorte,NA,2018-in-laporte,M,C,Dem,NA,NA
Indiana,LaPorte,2014,John,Espar,70.5,100,W,W,Y,Y,contested,uncontested,contested,uncontested,0,1,in-laporte-2014-espar,in-espar-john,IN,in-laporte,LaPorte,NA,2014-in-laporte,M,O,Dem,NA,NA
Indiana,LaPorte,2014,Bob,Szilagyi,29.5,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-laporte-2014-szilagyi,in-szilagyi-bob,IN,in-laporte,LaPorte,NA,2014-in-laporte,M,O,Dem,NA,NA
Indiana,LaPorte,2022,Sean,Fagan,100,51.5,W,W,Y,Y,uncontested,contested,uncontested,contested,1,0,in-laporte-2022-fagan,in-fagan-sean,IN,in-laporte,LaPorte,NA,2022-in-laporte,NA,C,Rep,16350,5143
Indiana,LaPorte,2022,John,Lake,100,48.5,W,L,Y,Y,uncontested,contested,uncontested,contested,1,0,in-laporte-2022-lake,in-lake-john,IN,in-laporte,LaPorte,NA,2022-in-laporte,M,I,Dem,15425,4754
Indiana,Lawrence,2018,Samuel,Arp II,51.9,71.7,W,W,Y,Y,contested,contested,contested,contested,0,0,in-lawrence-2018-arp-ii,in-arp-ii-samuel,IN,in-lawrence,Lawrence,NA,2018-in-lawrence,M,C,Rep,NA,NA
Indiana,Lawrence,2018,Bradley,Swihart,NA,28.3,NA,L,SKIP,Y,other,contested,did_not_run,contested,0,0,in-lawrence-2018-swihart,in-swihart-bradley,IN,in-lawrence,Lawrence,NA,2018-in-lawrence,M,C,Other,NA,NA
Indiana,Lawrence,2018,Michelle,Woodward,48.1,NA,L,X,Y,SKIP,contested,other,contested,did_not_run,0,0,in-lawrence-2018-woodward,in-woodward-michelle,IN,in-lawrence,Lawrence,NA,2018-in-lawrence,F,I,Rep,NA,NA
Indiana,Lawrence,2014,Michelle,Woodward,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-lawrence-2014-woodward,in-woodward-michelle,IN,in-lawrence,Lawrence,NA,2014-in-lawrence,F,I,Rep,NA,NA
Indiana,Lawrence,2022,Samuel,Arp II,100,100,W,W,Y,Y,uncontested,uncontested,uncontested,uncontested,1,1,in-lawrence-2022-arp-ii,in-arp-ii-samuel,IN,in-lawrence,Lawrence,NA,2022-in-lawrence,M,I,Rep,10770,4317
